_id,Unnamed: 0,nyt_id,title,Amazon_url,author,publisher,description,published_date,bestseller_date,rank,rank_last_week,weeks_on_list,NYT_Price,Amazon_Price,Amazon_reviews,Amazon_rating,Amazon_Discount%
ObjectId("5c80968cd5cf373b2803c459"),201,5b4aa4ead3089013507db4fd,OUTCAST,http://www.amazon.com/Outcast-Star-Wars-Fate-Legends-ebook/dp/B001NLL8RO?tag=NYTBS-20,Aaron Allston,Del Rey/Ballantine,The start of a new series about the extended Skywalker family; a “Star Wars” novel.,1239494400000,1238198400000,3,0,1,27,NaN,161,NaN,NaN
ObjectId("5c80968cd5cf373b2803c45a"),202,5b4aa4ead3089013507db502,PURSUIT,http://www.amazon.com/Pursuit-Karen-Robards/dp/0399155422?tag=NYTBS-20,Karen Robards,Putnam,A lawyer survives a suspicious car crash that killed the first lady.,1239494400000,1238198400000,8,0,1,24.95,9.99,214,3.8,40.04
ObjectId("5c80968cd5cf373b2803c45b"),203,5b4aa4ead3089013507db504,EXECUTION DOCK,http://www.amazon.com/Execution-Dock-William-Monk-Novel-ebook/dp/B001NLKT8S?tag=NYTBS-20,Anne Perry,Ballantine,William Monk of the Thames River Police battles the owner of a floating brothel.,1239494400000,1238198400000,10,0,1,26,NaN,135,4.5,NaN
ObjectId("5c80968cd5cf373b2803c45c"),204,5b4aa4ead3089013507db506,THE LONG FALL,http://www.amazon.com/The-Long-Fall-Leonid-Mystery/dp/0451230256?tag=NYTBS-20,Walter Mosley,Riverhead,Introducing Leonid McGill, a New York private detective with a complicated past.,1239494400000,1238198400000,12,0,1,25.95,11.06,164,4,42.62
ObjectId("5c80968cd5cf373b2803c45d"),205,5b4aa4ead3089013507db50f,LONG LOST,http://www.amazon.com/Long-Myron-Bolitar-Harlan-Coben/dp/0525951059?tag=NYTBS-20,Harlan Coben,Dutton,As Myron Bolitar helps an ex-lover who has become a suspect in her husband’s death, they search for her daughter.,1240099200000,1238803200000,1,0,1,27.95,9.99,517,4.3,35.74
ObjectId("5c80968cd5cf373b2803c45e"),206,5b4aa4ead3089013507db515,LAVENDER MORNING,http://www.amazon.com/Lavender-Morning-Edilean-Jude-Deveraux/dp/0743437217?tag=NYTBS-20,Jude Deveraux,Atria,A woman inherits a house and a mystery in a Virginia town; the first book in the new Edilean series.,1240099200000,1238803200000,7,0,1,25.95,5.99,162,4.2,23.08
ObjectId("5c80968cd5cf373b2803c45f"),207,5b4aa4ead3089013507db516,MALICE,http://www.amazon.com/Malice-Lisa-Jackson/dp/0758211848?tag=NYTBS-20,Lisa Jackson,Kensington,A New Orleans detective is stalked by his dead first wife.,1240099200000,1238803200000,8,0,1,24,7.92,247,4.2,33
ObjectId("5c80968cd5cf373b2803c460"),208,5b4aa4ead3089013507db517,SMOOTH TALKING STRANGER,http://www.amazon.com/Smooth-Talking-Stranger-Lisa-Kleypas/dp/0312351666?tag=NYTBS-20,Lisa Kleypas,St. Martin''s,When her sister abandons her baby, a woman finds herself falling in love both with the child and with his putative father, a Texas millionaire.,1240099200000,1238803200000,9,0,1,24.95,13.08,317,4.5,52.42
ObjectId("5c80968cd5cf373b2803c461"),209,5b4aa4ead3089013507db518,THE LOST QUILTER,http://www.amazon.com/The-Lost-Quilter-Quilts-Novels/dp/1416533168?tag=NYTBS-20,Jennifer Chiaverini,Simon & Schuster,The life of a fugitive slave after she is sent to a South Carolina plantation; an Elm Creek Quilts novel.,1240099200000,1238803200000,10,0,1,24,16.4,191,4.6,68.33
ObjectId("5c80968cd5cf373b2803c462"),210,5b4aa4ead3089013507db51e,RIDES A DREAD LEGION,http://www.amazon.com/Rides-Dread-Legion-Book-Demonwar/dp/0061468363?tag=NYTBS-20,Raymond E Feist,Eos/HarperCollins,Enemies unite against a demon horde; Book 1 of the Demonwar Saga.,1240099200000,1238803200000,16,0,1,26.99,17.23,109,4.1,63.84
ObjectId("5c80968cd5cf373b2803c463"),211,5b4aa4ead3089013507db51f,ONE SECOND AFTER,http://www.amazon.com/One-Second-After-William-Forstchen/dp/0765356864?tag=NYTBS-20,William R Forstchen,Forge,A retired Army colonel in North Carolina protects his family when a nuclear blast disables the power grid.,1240099200000,1238803200000,17,0,0,0,9.99,8105,4.5,Infinity
ObjectId("5c80968cd5cf373b2803c464"),212,5b4aa4ead3089013507db523,TURN COAT,http://www.amazon.com/Turn-Coat-Dresden-Files-Book/dp/0451462564?tag=NYTBS-20,Jim Butcher,Roc,Book 11 of the Dresden Files series about a wizard detective in Chicago.,1240704000000,1239408000000,1,0,1,25.95,9.99,532,4.8,38.5
ObjectId("5c80968cd5cf373b2803c465"),213,5b4aa4ead3089013507db524,JUST TAKE MY HEART,http://www.amazon.com/Just-Take-My-Heart-Novel/dp/141657087X?tag=NYTBS-20,Mary Higgins Clark,Simon & Schuster,A detective who has had a heart transplant discovers that her life is at risk when she tries a murder case.,1240704000000,1239408000000,2,0,1,25.95,7.99,511,4.6,30.79
ObjectId("5c80968cd5cf373b2803c466"),214,5b4aa4ead3089013507db527,FATALLY FLAKY,http://www.amazon.com/Fatally-Flaky-Schulz-Culinary-Mysteries/dp/0061348139?tag=NYTBS-20,Diane Mott Davidson,William Morrow,The caterer Goldy Schulz tries to outwit a killer on the grounds of an Aspen spa.,1240704000000,1239408000000,5,0,1,25.99,4,291,4.3,15.39
ObjectId("5c80968cd5cf373b2803c467"),215,5b4aa4ead3089013507db529,BORDERLINE,http://www.amazon.com/Borderline-An-Anna-Pigeon-Novel/dp/0425233782?tag=NYTBS-20,Nevada Barr,Putnam,Off duty and on vacation in Big Bend National Park, Anna Pigeon rescues a baby and is drawn into cross-border intrigue.,1240704000000,1239408000000,7,0,1,25.95,9.99,211,4.1,38.5
ObjectId("5c80968cd5cf373b2803c468"),216,5b4aa4ead3089013507db52b,CURSED,http://www.amazon.com/Cursed-Reagan-Reilly-Mysteries-No/dp/1416562176?tag=NYTBS-20,Carol Higgins Clark,Scribner,
The P.I. Regan Reilly returns to Los Angeles to help a friend who has bad luck.,1240704000000,1239408000000,9,0,1,25,11.02,84,4.2,44.08
ObjectId("5c80968cd5cf373b2803c469"),217,5b4aa4ead3089013507db530,ONCE A RUNNER,http://www.amazon.com/Once-Runner-John-Parker-Jr/dp/1416597883?tag=NYTBS-20,John L Parker Jr,Scribner,A young runner trains for a critical race.,1240704000000,1239408000000,14,0,1,24,19.98,383,4.3,83.25
ObjectId("5c80968cd5cf373b2803c46a"),218,5b4aa4ead3089013507db538,LOOK AGAIN,http://www.amazon.com/Look-Again-Lisa-Scottoline/dp/0312380739?tag=NYTBS-20,Lisa Scottoline,St. Martin’s,A reporter learns that her adopted son may have been abducted from his birth mother.,1241308800000,1240012800000,2,0,1,26.95,7.99,689,4.4,29.65
ObjectId("5c80968cd5cf373b2803c46b"),219,5b4aa4ead3089013507db540,BONEMAN'S DAUGHTERS,http://www.amazon.com/BoneMans-Daughters-Ted-Dekker/dp/1599951959?tag=NYTBS-20,Ted Dekker,Center Street,The hunt for a serial killer of young women.,1241308800000,1240012800000,10,0,1,24.99,15.9,366,3.9,63.63
ObjectId("5c80968cd5cf373b2803c46c"),220,5b4aa4ead3089013507db542,PRAYERS FOR SALE,http://www.amazon.com/Prayers-Sale-Sandra-Dallas/dp/0312385188?tag=NYTBS-20,Sandra Dallas,St. Martin’s,A friendship between two women in a Colorado mountain town in the 1930s.,1241308800000,1240012800000,12,0,1,24.95,9.99,303,4.4,40.04
ObjectId("5c80968cd5cf373b2803c46d"),221,5b4aa4ead3089013507db543,PERFECT FIFTHS,http://www.amazon.com/Perfect-Fifths-Jessica-Darling-Novels-ebook/dp/B001NLKUF0?tag=NYTBS-20,Megan McCafferty,Crown,The final book in the Jessica Darling series.,1241308800000,1240012800000,13,0,1,22,9.99,110,3.7,45.41
ObjectId("5c80968cd5cf373b2803c46e"),222,5b4aa4ead3089013507db549,THE GEOMETRY OF SISTERS,http://www.amazon.com/The-Geometry-Sisters-Newport-Island-ebook/dp/B001NLKSJ8?tag=NYTBS-20,Luanne Rice,Bantam,NaN,1241308800000,1240012800000,19,0,0,0,NaN,61,NaN,NaN
ObjectId("5c80968cd5cf373b2803c46f"),223,5b4aa4ead3089013507db54b,FIRST FAMILY,http://www.amazon.com/First-Family-Maxwell-David-Baldacci/dp/0446539740?tag=NYTBS-20,David Baldacci,Grand Central,Former Secret Service agents, now P.I.’s, search for a child abducted from a party at Camp David.,1241913600000,1240617600000,1,0,1,27.99,9.99,1295,4.5,35.69
ObjectId("5c80968cd5cf373b2803c470"),224,5b4aa4ead3089013507db54c,TEA TIME FOR THE TRADITIONALLY BUILT,http://www.amazon.com/Traditionally-Built-Ladies-Detective-Agency/dp/0375424490?tag=NYTBS-20,Alexander McCall Smith,Pantheon,The 10th novel in the No. 1 Ladies’ Detective Agency series.,1241913600000,1240617600000,2,0,1,23.95,11.46,336,4.6,47.85
ObjectId("5c80968cd5cf373b2803c471"),225,5b4aa4ead3089013507db54d,LOITERING WITH INTENT,http://www.amazon.com/Loitering-With-Intent-Stone-Barrington/dp/0451228561?tag=NYTBS-20,Stuart Woods,Putnam,Stone Barrington, the New York cop turned lawyer, takes a case in Key West.,1241913600000,1240617600000,3,0,1,25.95,9.99,263,4.3,38.5
ObjectId("5c80968cd5cf373b2803c472"),226,5b4aa4ead3089013507db54f,THE PERFECT POISON,http://www.amazon.com/Perfect-Poison-Arcane-Society-Book/dp/0399155805?tag=NYTBS-20,Amanda Quick,Putnam,A Victorian botanist investigates a poisoning; an Arcane Society novel.,1241913600000,1240617600000,5,0,1,24.95,8.99,165,4.5,36.03
ObjectId("5c80968cd5cf373b2803c473"),227,5b4aa4ead3089013507db552,DEADLOCK,http://www.amazon.com/Deadlock-Iris-Johansen/dp/0312368119?tag=NYTBS-20,Iris Johansen,St. Martin’s,A U.N. expert searching for Romanov treasure is kidnapped.,1241913600000,1240617600000,8,0,1,26.95,7.99,108,3.5,29.65
ObjectId("5c80968cd5cf373b2803c474"),228,5b4aa4ead3089013507db55a,ARTHAS,http://www.amazon.com/World-Warcraft-Arthas-Rise-Lich/dp/1416550771?tag=NYTBS-20,Christie Golden,Pocket Books,A World of Warcraft fantasy novel.,1241913600000,1240617600000,16,0,1,25,46.51,323,4.4,186.04
ObjectId("5c80968cd5cf373b2803c475"),229,5b4aa4ead3089013507db55b,A RELIABLE WIFE,http://www.amazon.com/A-Reliable-Wife-Robert-Goolrick/dp/1565125967?tag=NYTBS-20,Robert Goolrick,Algonquin,Complications ensue when a wealthy Wisconsin widower in 1907 advertises for a spouse.,1241913600000,1240617600000,17,0,0,0,9.58,1399,3.3,Infinity
ObjectId("5c80968cd5cf373b2803c476"),230,5b4aa4ead3089013507db55f,THE 8TH CONFESSION,http://www.amazon.com/The-Confession-Womens-Murder-Club/dp/0316018767?tag=NYTBS-20,James Patterson and Maxine Paetro,Little, Brown,Detective Lindsay Boxer and the Women''s Murder Club investigate a pair of killings.,1242518400000,1241222400000,1,0,1,27.99,9.99,758,4.6,35.69
ObjectId("5c80968cd5cf373b2803c477"),231,5b4aa4ead3089013507db560,LOVER AVENGED,http://www.amazon.com/Lover-Avenged-Black-Dagger-Brotherhood/dp/045122857X?tag=NYTBS-20,JR Ward,New American Library,A vampire ally hides his mixed blood; Book 7 of the Black Dagger Brotherhood series.,1242518400000,1241222400000,2,0,1,24.95,7.99,2487,4.6,32.02
ObjectId("5c80968cd5cf373b2803c478"),232,5b4aa4ead3089013507db562,SUMMER ON BLOSSOM STREET,http://www.amazon.com/Summer-Blossom-Street-Debbie-Macomber/dp/0778326438?tag=NYTBS-20,Debbie Macomber,Mira,More stories of life and love from a Seattle knitting class.,1242518400000,1241222400000,4,0,1,24.95,6.99,387,4.7,28.02
ObjectId("5c80968cd5cf373b2803c479"),233,5b4aa4ead3089013507db567,THE LANGUAGE OF BEES,http://www.amazon.com/Language-Bees-Mary-Russell-Novels/dp/0553804545?tag=NYTBS-20,Laurie R King,Bantam,Mary Russell and her husband, Sherlock Holmes, help a painter search for his missing wife and child.,1242518400000,1241222400000,9,0,1,25,13.86,171,4.4,55.44
ObjectId("5c80968cd5cf373b2803c47a"),234,5b4aa4ead3089013507db56c,HOME SAFE,http://www.amazon.com/Home-Safe-Novel-Elizabeth-Berg-ebook/dp/B0026OR1UA?tag=NYTBS-20,Elizabeth Berg,Random House,A widow and her daughter cope with grief and discovery.,1242518400000,1241222400000,14,0,1,25,NaN,136,NaN,NaN
ObjectId("5c80968cd5cf373b2803c47b"),235,5b4aa4ead3089013507db571,MR. AND MISS ANONYMOUS,http://www.amazon.com/Mr-Miss-Anonymous-Fern-Michaels/dp/0758212720?tag=NYTBS-20,Fern Michaels,Kensington,NaN,1242518400000,1241222400000,19,0,0,0,5.99,198,4.2,Infinity
ObjectId("5c80968cd5cf373b2803c47c"),236,5b4aa4ead3089013507db573,DEAD AND GONE,http://www.amazon.com/Dead-And-Gone-Sookie-Stackhouse/dp/0441017150?tag=NYTBS-20,Charlaine Harris,Ace,Sookie Stackhouse searches for the killer of a werepanther.,1243123200000,1241827200000,1,0,1,25.95,7.99,1107,4.3,30.79
ObjectId("5c80968cd5cf373b2803c47d"),237,5b4aa4ead3089013507db575,PYGMY,http://www.amazon.com/Pygmy-Chuck-Palahniuk/dp/0385526342?tag=NYTBS-20,Chuck Palahniuk,Doubleday,Terrorists from a totalitarian country enter the Midwest disguised as exchange students in this satire.,1243123200000,1241827200000,3,0,1,24.95,12.88,290,3.3,51.62
ObjectId("5c80968cd5cf373b2803c47e"),238,5b4aa4ead3089013507db57d,BRIMSTONE,http://www.amazon.com/Brimstone-Robert-B-Parker/dp/0399155716?tag=NYTBS-20,Robert B Parker,Putnam,In the third novel in the Appaloosa trilogy, two lawmen protect a woman one of them loves.,1243123200000,1241827200000,11,0,1,25.95,7.01,199,4.5,27.01
ObjectId("5c80968cd5cf373b2803c47f"),239,5b4aa4ead3089013507db583,BROOKLYN,http://www.amazon.com/Brooklyn-A-Novel-Colm-Toibin/dp/1439138311?tag=NYTBS-20,Colm Toibin,Scribner,An unsophisticated young Irishwoman leaves her home for New York in the 1950s. Originally published in 2009 and the basis of the 2015 movie.,1243123200000,1241827200000,17,0,0,0,13.75,1667,3.8,Infinity
ObjectId("5c80968cd5cf373b2803c480"),240,5b4aa4ead3089013507db587,WICKED PREY,http://www.amazon.com/Wicked-Prey-Lucas-Davenport-No/dp/0425234606?tag=NYTBS-20,John Sandford,Putnam,The Minneapolis detective Lucas Davenport deals with mayhem occasioned by the Republican convention.,1243728000000,1242432000000,1,0,1,27.95,9.99,461,4.5,35.74
ObjectId("5c80968cd5cf373b2803c481"),241,5b4aa4ead3089013507db588,CEMETERY DANCE,http://www.amazon.com/Cemetery-Dance-Douglas-Preston/dp/0446580295?tag=NYTBS-20,Douglas Preston and Lincoln Child,Grand Central,
The F.B.I. agent Aloysius Pendergast investigates the murder of a Times reporter.,1243728000000,1242432000000,2,0,1,26.99,8.99,908,4.5,33.31
ObjectId("5c80968cd5cf373b2803c482"),242,5b4aa4ead3089013507db58f,ASSEGAI,http://www.amazon.com/Assegai-Wilbur-Smith/dp/0312570406?tag=NYTBS-20,Wilbur Smith,Thomas Dunne/St. Martin’s,A professional hunting  guide in British East Africa on the brink of World War I spies on a German client and his mysterious mistress.,1243728000000,1242432000000,9,0,1,27.95,9.99,231,4.3,35.74
ObjectId("5c80968cd5cf373b2803c483"),243,5b4aa4ead3089013507db590,THE LAST CHILD,http://www.amazon.com/The-Last-Child-John-Hart-ebook/dp/B002E7ARUU?tag=NYTBS-20,John Hart,Minotaur,A teenager searches for his inexplicably vanished twin sister.,1243728000000,1242432000000,10,0,1,24.95,NaN,1003,4.6,NaN
ObjectId("5c80968cd5cf373b2803c484"),244,5b4aa4ead3089013507db593,ROAD DOGS,http://www.amazon.com/Road-Dogs-Novel-Elmore-Leonard/dp/0061733148?tag=NYTBS-20,Elmore Leonard,William Morrow,Cundo Rey and Jack Foley, characters from earlier Leonard novels, are out of prison, living with Dawn Navarro in Venice Beach, and possibly trying to go straight.,1243728000000,1242432000000,13,0,1,26.99,18.9,196,4,70.03
ObjectId("5c80968cd5cf373b2803c485"),245,5b4aa4ead3089013507db597,THE SELECTED WORKS OF T.S. SPIVET,http://www.amazon.com/The-Selected-Works-T-Spivet/dp/1594202176?tag=NYTBS-20,Reif Larsen,Penguin Press,NaN,1243728000000,1242432000000,17,0,0,0,17.75,150,4.4,Infinity
ObjectId("5c80968cd5cf373b2803c486"),246,5b4aa4ead3089013507db59b,GONE TOMORROW,http://www.amazon.com/Gone-Tomorrow-Jack-Reacher-13/dp/0440243688?tag=NYTBS-20,Lee Child,Delacorte,Jack Reacher discovers a conspiracy dating back to the Soviet war in Afghanistan.,1244332800000,1243036800000,1,0,1,27,9.99,2148,4.5,37
ObjectId("5c80968cd5cf373b2803c487"),247,5b4aa4ead3089013507db5a3,THE SIGN,http://www.amazon.com/The-Sign-Raymond-Khoury/dp/0525950974?tag=NYTBS-20,Raymond Khoury,Dutton,Is an apparition that has been seen around the world a sign from God, or is it connected to a mysterious high-tech project?,1244332800000,1243036800000,9,0,1,26.95,10.09,194,2.8,37.44
ObjectId("5c80968cd5cf373b2803c488"),248,5b4aa4ead3089013507db5a4,SEDUCING AN ANGEL,http://www.amazon.com/Seducing-Angel-Huxtable-Quintent-Balogh-ebook/dp/B001NLL97S?tag=NYTBS-20,Mary Balogh,Delacorte,In Regency England, Stephen Huxtable falls for a would-be courtesan who has been accused of murder.,1244332800000,1243036800000,10,0,1,23,6.99,95,4.3,30.39
ObjectId("5c80968cd5cf373b2803c489"),249,5b4aa4ead3089013507db5af,THE SCARECROW,http://www.amazon.com/The-Scarecrow-Michael-Connelly/dp/0316166308?tag=NYTBS-20,Michael Connelly,Little, Brown,A Los Angeles Times reporter tracks a devious killer.,1244937600000,1243641600000,1,0,1,27.99,9.99,659,4.4,35.69
ObjectId("5c80968cd5cf373b2803c48a"),250,5b4aa4ead3089013507db5b2,SHANGHAI GIRLS,http://www.amazon.com/Shanghai-Girls-Novel-Lisa-See/dp/0812980530?tag=NYTBS-20,Lisa See,Random House,Two Chinese sisters in the 1930s are sold as wives to men from California, and leave their war-torn country to join them.,1244937600000,1243641600000,4,0,1,25,12.99,1030,4.3,51.96
ObjectId("5c80968cd5cf373b2803c48b"),251,5b4aa4ead3089013507db5ba,HEARTLESS,http://www.amazon.com/Heartless-Diana-Palmer/dp/0373773781?tag=NYTBS-20,Diana Palmer,HQN,A woman‘s secret makes it hard for her to accept her stepbrother‘s love.,1244937600000,1243641600000,12,0,1,24.95,7.84,78,4,31.42
ObjectId("5c80968cd5cf373b2803c48c"),252,5b4aa4ead3089013507db5c3,SKIN TRADE,http://www.amazon.com/Trade-Anita-Blake-Vampire-Hunter/dp/0515148059?tag=NYTBS-20,Laurell K Hamilton,Berkley,Investigating some killings in Las Vegas, the vampire hunter Anita Blake must contend with the power of the weretigers.,1245542400000,1244246400000,1,0,1,26.95,7.99,438,4,29.65
ObjectId("5c80968cd5cf373b2803c48d"),253,5b4aa4ead3089013507db5c4,MEDUSA,http://www.amazon.com/Medusa-Kurt-Austin-Bk-8/dp/0425235092?tag=NYTBS-20,Clive Cussler and Paul Kemprecos,Putnam,In the eighth NUMA Files novel, Kurt Austin and his team confront a rare jellyfish, a Chinese crime syndicate and a deadly virus.,1245542400000,1244246400000,2,0,1,27.95,5.99,210,4.3,21.43
ObjectId("5c80968cd5cf373b2803c48e"),254,5b4aa4ead3089013507db5c7,MATTERS OF THE HEART,http://www.amazon.com/Matters-Heart-Danielle-Steel-ebook/dp/B001NLL1P8?tag=NYTBS-20,Danielle Steel,Delacorte,A New York photographer falls in love with a sociopathic novelist who lures her to his isolated Irish estate.,1245542400000,1244246400000,5,0,1,27,NaN,265,4.3,NaN
ObjectId("5c80968cd5cf373b2803c48f"),255,5b4aa4ead3089013507db5cb,THE STRAIN,http://www.amazon.com/The-Strain-Book-One-Trilogy/dp/0061558230?tag=NYTBS-20,Guillermo del Toro and Chuck Hogan,William Morrow,An epidemiologist and others struggle to contain a vampiric virus that has infected New York; the first book of a trilogy.,1245542400000,1244246400000,9,0,1,26.99,12.08,2217,4.2,44.76
ObjectId("5c80968cd5cf373b2803c490"),256,5b4aa4ead3089013507db5d0,UNDEAD AND UNWELCOME,http://www.amazon.com/Undead-Unwelcome-Queen-Betsy-Book/dp/0425227731?tag=NYTBS-20,MaryJanice Davidson,Berkley Sensation,Betsy Taylor, a suburban vampire queen, tangles with a pack of werewolves.,1245542400000,1244246400000,14,0,1,24.95,8.3,277,4.1,33.27
ObjectId("5c80968cd5cf373b2803c491"),257,5b4aa4ead3089013507db5d3,MY FATHER'S TEARS AND OTHER STORIES,http://www.amazon.com/My-Fathers-Tears-Other-Stories/dp/0307271560?tag=NYTBS-20,John Updike,Knopf,NaN,1245542400000,1244246400000,17,0,0,0,12.74,49,4.3,Infinity
ObjectId("5c80968cd5cf373b2803c492"),258,5b4aa4ead3089013507db5d5,THE STORY SISTERS,http://www.amazon.com/The-Story-Sisters-A-Novel-ebook/dp/B002AWX6HK?tag=NYTBS-20,Alice Hoffman,Shaye Areheart,NaN,1245542400000,1244246400000,19,0,0,0,NaN,242,NaN,NaN
ObjectId("5c80968cd5cf373b2803c493"),259,5b4aa4ead3089013507db5d7,RELENTLESS,http://www.amazon.com/Relentless-A-Novel-Dean-Koontz/dp/055359172X?tag=NYTBS-20,Dean Koontz,Bantam,A writer is pursued by a sociopathic critic.,1246147200000,1244851200000,1,0,1,27,9.99,387,3.6,37
ObjectId("5c80968cd5cf373b2803c494"),260,5b4aa4ead3089013507db5d8,THE PHYSICK BOOK OF DELIVERANCE DANE,http://www.amazon.com/The-Physick-Book-Deliverance-Dane/dp/1401340903?tag=NYTBS-20,Katherine Howe,Voice,A graduate student is caught up in her research on a healer accused of witchcraft in Salem.,1246147200000,1244851200000,2,0,1,25.99,9.99,570,4.1,38.44
ObjectId("5c80968cd5cf373b2803c495"),261,5b4aa4ead3089013507db5d9,THE BOURNE DECEPTION,http://www.amazon.com/Robert-Ludlums-Bourne-Deception-Jason-ebook/dp/B002AKPEGS?tag=NYTBS-20,Eric Van Lustbader,Grand Central,
Robert Ludlum’s character Jason Bourne helps to avert a possible world war.,1246147200000,1244851200000,3,0,1,27.99,NaN,429,NaN,NaN
ObjectId("5c80968cd5cf373b2803c496"),262,5b4aa4ead3089013507db5de,ROADSIDE CROSSES,http://www.amazon.com/Roadside-Crosses-Kathryn-Dance-Novels/dp/1416549994?tag=NYTBS-20,Jeffery Deaver,Simon & Schuster,A California kinesics expert pursues a killer who stalks victims using information they’ve posted online.,1246147200000,1244851200000,8,0,1,26.95,11.94,223,3.9,44.3
ObjectId("5c80968cd5cf373b2803c497"),263,5b4aa4ead3089013507db5eb,KNOCKOUT,http://www.amazon.com/KnockOut-An-FBI-Thriller-Thrillers/dp/0399155848?tag=NYTBS-20,Catherine Coulter,Putnam,
Dillon Savich and Lacey Sherlock — F.B.I. agents as well as husband and wife — try to protect a 7-year-old with psychic powers from her exploitive criminal uncle.,1246752000000,1245456000000,1,0,1,26.95,9.99,279,4.3,37.07
ObjectId("5c80968cd5cf373b2803c498"),264,5b4aa4ead3089013507db5ed,THE ANGEL'S GAME,http://www.amazon.com/Angels-Game-Carlos-Ruiz-Zafon/dp/0767931114?tag=NYTBS-20,Carlos Ruiz Zafón,Doubleday,A Barcelona writer accepts a sinister commission.,1246752000000,1245456000000,3,0,1,26.95,8.99,588,4.2,33.36
ObjectId("5c80968cd5cf373b2803c499"),265,5b4aa4ead3089013507db5f3,THE NEIGHBOR,http://www.amazon.com/The-Neighbor-Detective-Warren-Novel-ebook/dp/B001NLL8JC?tag=NYTBS-20,Lisa Gardner,Bantam,There are many suspects when a pretty teacher disappears.,1246752000000,1245456000000,9,0,1,25,NaN,677,NaN,NaN
ObjectId("5c80968cd5cf373b2803c49a"),266,5b4aa4ead3089013507db5f8,DUNE ROAD,http://www.amazon.com/Dune-Road-Novel-Jane-Green/dp/0670020869?tag=NYTBS-20,Jane Green,Viking,In a wealthy Connecticut town, a divorced woman takes a job as an assistant to a famous reclusive novelist with a secret.,1246752000000,1245456000000,14,0,1,25.95,9.99,111,3.3,38.5
ObjectId("5c80968cd5cf373b2803c49b"),267,5b4aa4ead3089013507db5fe,A ROGUE OF MY OWN,http://www.amazon.com/Rogue-My-Own-Johanna-Lindsey/dp/141659888X?tag=NYTBS-20,Johanna Lindsey,Simon & Schuster,A young lady’s first brush with intrigue at the court of Queen Victoria.,1246752000000,1245456000000,20,0,0,0,7.65,97,3.6,Infinity
ObjectId("5c80968cd5cf373b2803c49c"),268,5b4aa4ead3089013507db5ff,FINGER LICKIN’ FIFTEEN,http://www.amazon.com/Finger-Lickin-Fifteen-Stephanie-Novels/dp/0312383282?tag=NYTBS-20,Janet Evanovich,St. Martin’s,The bounty hunter Stephanie Plum hunts a celebrity chef’s killer.,1247356800000,1246060800000,1,0,1,27.95,8.99,2072,4.5,32.16
ObjectId("5c80968cd5cf373b2803c49d"),269,5b4aa4ead3089013507db600,THE DOOMSDAY KEY,http://www.amazon.com/The-Doomsday-Key-Sigma-Force/dp/0061231401?tag=NYTBS-20,James Rollins,Morrow/HarperCollins,Sigma Force operatives attempt to solve an ancient mystery that has deadly consequences.,1247356800000,1246060800000,2,0,1,27.99,9.99,2224,4.4,35.69
ObjectId("5c80968cd5cf373b2803c49e"),270,5b4aa4ead3089013507db602,OMEN,http://www.amazon.com/Omen-Star-Wars-Fate-Jedi/dp/0345509129?tag=NYTBS-20,Christie Golden,Del Rey/Ballantine,Luke Skywalker confronts a crisis in the Jedi order; a "Star Wars: Fate of the Jedi" book.,1247356800000,1246060800000,4,0,1,27,7.99,102,3.8,29.59
ObjectId("5c80968cd5cf373b2803c49f"),271,5b4aa4ead3089013507db60b,THE FIXER UPPER,http://www.amazon.com/The-Fixer-Upper-A-Novel/dp/006083739X?tag=NYTBS-20,Mary Kay Andrews,Harper/HarperCollins,An unemployed Washingon lobbyist helps restore a family home in small-town Georgia.,1247356800000,1246060800000,13,0,1,25.99,12.74,469,4.4,49.02
ObjectId("5c80968cd5cf373b2803c4a0"),272,5b4aa4ead3089013507db613,SWIMSUIT,http://www.amazon.com/Swimsuit-James-Patterson-ebook/dp/B002CJC1Q8?tag=NYTBS-20,James Patterson and Maxine Paetro,Little, Brown,A former cop, now a reporter for The Los Angeles Times, investigates the disappearance of a supermodel from a Hawaii hotel.,1247961600000,1246665600000,1,0,1,27.99,9.99,515,3.3,35.69
ObjectId("5c80968cd5cf373b2803c4a1"),273,5b4aa4ead3089013507db615,THE APOSTLE,http://www.amazon.com/The-Apostle-Thriller-Scot-Harvath/dp/141658658X?tag=NYTBS-20,Brad Thor,Atria,Scot Harvath, a Homeland Security superagent, is asked to free an Al Qaeda mastermind from a Pakistani prison as part of a ransom deal.,1247961600000,1246665600000,3,0,1,26.99,8.99,542,4.4,33.31
ObjectId("5c80968cd5cf373b2803c4a2"),274,5b4aa4ead3089013507db61e,A PLAGUE OF SECRETS,http://www.amazon.com/A-Plague-Secrets-John-Lescroart/dp/0451228324?tag=NYTBS-20,John Lescroart,Dutton,The San Francisco defense attorney Dismas Hardy must protect the secrets of his client.,1247961600000,1246665600000,12,0,1,26.95,9.05,142,4.3,33.58
ObjectId("5c80968cd5cf373b2803c4a3"),275,5b4aa4ead3089013507db620,RETURN TO SULLIVANS ISLAND,http://www.amazon.com/Return-Sullivans-Island-Lowcountry-Tales/dp/0061438456?tag=NYTBS-20,Dorothea Benton Frank,Morrow/HarperCollins,A recent college graduate returns to her family’s home on an island in the South Carolina Lowcountry and wrestles with tragedy and betrayal in the company of her appealing relatives.,1247961600000,1246665600000,14,0,1,25.99,1.99,254,3.8,7.66
